,network,seed,low,mid,high
1071,12,30,703,0,0
1072,12,31,716,0,0
1073,12,32,693,0,0
1074,12,33,692,0,0
1075,12,34,703,0,0
1076,12,35,704,0,0
1077,12,36,688,0,0
1078,12,37,713,0,0
1079,12,38,699,0,0
1080,12,39,695,0,0
1081,12,40,680,0,0
1082,12,41,692,0,0
1083,12,42,697,0,0
1084,12,43,695,0,0
1085,12,44,696,0,0
1086,12,45,699,0,0
1087,12,46,671,0,0
1088,12,47,712,0,0
1089,12,48,708,0,0
1090,12,49,697,0,0
1091,12,50,715,0,0
1092,12,51,693,0,0
1093,12,52,684,0,0
1094,12,53,690,0,0
1095,12,54,698,4,0
1096,12,55,704,0,0
1097,12,56,692,0,0
1098,12,57,684,2,0
1099,12,58,711,0,0
1100,12,59,690,0,0
1101,12,60,692,0,0
1102,12,61,703,0,0
1103,12,62,691,0,0
1104,12,63,703,0,0
1105,12,64,683,0,0
1106,12,65,706,0,0
1107,12,66,699,0,0
1108,12,67,685,0,0
1109,12,68,687,0,0
1110,12,69,706,0,0
1111,12,70,692,0,0
1112,12,71,699,0,0
1113,12,72,692,0,0
1114,12,73,701,2,0
1115,12,74,680,0,0
1116,12,75,690,0,0
1117,12,76,700,0,0
1118,12,77,702,0,0
1119,12,78,713,0,0
1120,12,79,706,0,0
1121,12,80,695,1,0
1122,12,81,714,3,0
1123,12,82,695,0,0
1124,12,83,698,2,0
1125,12,84,690,0,0
1126,12,85,712,0,0
1127,12,86,700,0,0
1128,12,87,696,0,0
1129,12,88,699,0,0
1130,12,89,702,0,0
1131,12,90,705,0,0
1132,12,91,681,0,0
1133,12,92,688,0,0
1134,12,93,678,0,0
1135,12,94,689,0,0
1136,12,95,702,0,0
1137,12,96,706,0,0
1138,12,97,682,1,0
1139,12,98,698,0,0
1140,12,99,703,0,0
1141,13,0,776,0,0
1142,13,1,780,0,0
1143,13,2,783,0,0
1144,13,3,777,0,0
1145,13,4,776,0,0
1146,13,5,774,0,0
1147,13,6,773,3,0
1148,13,7,774,0,0
1149,13,8,789,0,0
1150,13,9,780,0,0
1151,13,10,783,0,0
1152,13,11,780,0,0
1153,13,12,786,2,0
1154,13,13,769,0,0
1155,13,14,777,0,0
1156,13,15,775,0,0
1157,13,16,776,0,0
1158,13,17,764,3,0
1159,13,18,779,7,0
1160,13,19,780,0,0
1161,13,20,779,0,0
1162,13,21,789,0,0
1163,13,22,781,0,0
1164,13,23,776,0,0
1165,13,24,778,0,0
1166,13,25,772,0,0
1167,13,26,771,0,0
1168,13,27,774,0,0
1169,13,28,774,0,0
1170,13,29,766,0,0
1171,13,30,773,0,0
1172,13,31,790,0,0
1173,13,32,774,0,0
1174,13,33,771,0,0
1175,13,34,778,0,0
1176,13,35,773,0,0
1177,13,36,773,0,0
1178,13,37,781,0,0
1179,13,38,778,0,0
1180,13,39,783,0,0
1181,13,40,778,0,0
1182,13,41,781,0,0
1183,13,42,774,0,0
1184,13,43,779,0,0
1185,13,44,781,0,0
1186,13,45,773,0,0
1187,13,46,768,0,0
1188,13,47,786,0,0
1189,13,48,782,0,0
1190,13,49,775,0,0
1191,13,50,791,0,0
1192,13,51,776,0,0
1193,13,52,778,0,0
1194,13,53,775,0,0
1195,13,54,769,4,0
1196,13,55,783,0,0
1197,13,56,772,0,0
1198,13,57,767,2,0
1199,13,58,783,0,0
1200,13,59,777,0,0
1201,13,60,777,0,0
1202,13,61,788,0,0
1203,13,62,777,0,0
1204,13,63,779,0,0
1205,13,64,777,0,0
1206,13,65,780,0,0
1207,13,66,779,0,0
1208,13,67,778,0,0
1209,13,68,762,0,0
1210,13,69,776,0,0
1211,13,70,777,0,0
1212,13,71,776,0,0
1213,13,72,783,0,0
1214,13,73,776,2,0
1215,13,74,764,0,0
1216,13,75,778,0,0
1217,13,76,780,0,0
1218,13,77,785,0,0
1219,13,78,781,0,0
1220,13,79,782,0,0
1221,13,80,770,1,0
1222,13,81,787,3,0
1223,13,82,778,0,0
1224,13,83,786,2,0
1225,13,84,784,0,0
1226,13,85,788,0,0
1227,13,86,778,0,0
1228,13,87,781,0,0
1229,13,88,771,0,0
1230,13,89,778,0,0
1231,13,90,780,0,0
1232,13,91,777,0,0
1233,13,92,793,0,0
1234,13,93,774,0,0
1235,13,94,780,0,0
1236,13,95,782,0,0
1237,13,96,779,0,0
1238,13,97,772,1,0
1239,13,98,775,0,0
1240,13,99,783,0,0
1241,14,0,840,0,0
1242,14,1,840,0,0
1243,14,2,840,0,0
1244,14,3,839,0,0
1245,14,4,842,0,0
1246,14,5,838,0,0
1247,14,6,838,3,0
1248,14,7,840,0,0
1249,14,8,839,0,0
1250,14,9,840,0,0
1251,14,10,840,0,0
1252,14,11,839,0,0
1253,14,12,841,2,0
1254,14,13,840,0,0
1255,14,14,841,0,0
1256,14,15,841,0,0
1257,14,16,839,0,0
1258,14,17,841,3,0
1259,14,18,842,7,0
1260,14,19,841,0,0
1261,14,20,841,0,0
1262,14,21,839,0,0
1263,14,22,839,0,0
1264,14,23,840,0,0
1265,14,24,841,0,0
1266,14,25,841,0,0
1267,14,26,839,0,0
1268,14,27,841,0,0
1269,14,28,836,0,0
1270,14,29,840,0,0
1271,14,30,842,0,0
1272,14,31,843,0,0
1273,14,32,841,0,0
1274,14,33,841,0,0
1275,14,34,841,0,0
1276,14,35,841,0,0
1277,14,36,840,0,0
1278,14,37,839,0,0
1279,14,38,841,0,0
1280,14,39,841,0,0
1281,14,40,843,0,0
1282,14,41,840,0,0
1283,14,42,841,0,0
1284,14,43,840,0,0
1285,14,44,840,0,0
1286,14,45,840,0,0
1287,14,46,841,0,0
1288,14,47,841,0,0
1289,14,48,840,0,0
1290,14,49,837,0,0
1291,14,50,840,0,0
1292,14,51,842,0,0
1293,14,52,841,0,0
1294,14,53,840,0,0
1295,14,54,836,4,0
1296,14,55,839,0,0
1297,14,56,839,0,0
1298,14,57,841,2,0
1299,14,58,841,0,0
1300,14,59,841,0,0
1301,14,60,840,0,0
1302,14,61,841,0,0
1303,14,62,839,0,0
1304,14,63,841,0,0
1305,14,64,841,0,0
1306,14,65,840,0,0
1307,14,66,840,0,0
1308,14,67,842,0,0
1309,14,68,840,0,0
1310,14,69,839,0,0
1311,14,70,841,0,0
1312,14,71,838,0,0
1313,14,72,840,0,0
1314,14,73,840,2,0
1315,14,74,840,0,0
1316,14,75,839,0,0
1317,14,76,840,0,0
1318,14,77,840,0,0
1319,14,78,842,0,0
1320,14,79,841,0,0
1321,14,80,841,1,0
1322,14,81,842,3,0
1323,14,82,841,0,0
1324,14,83,841,2,0
1325,14,84,839,0,0
1326,14,85,841,0,0
1327,14,86,837,0,0
1328,14,87,840,0,0
1329,14,88,841,0,0
1330,14,89,839,0,0
1331,14,90,840,0,0
1332,14,91,841,0,0
1333,14,92,840,0,0
1334,14,93,842,0,0
1335,14,94,838,0,0
1336,14,95,839,0,0
1337,14,96,840,0,0
1338,14,97,838,1,0
1339,14,98,840,0,0
1340,14,99,841,0,0
1341,15,0,840,0,0
1342,15,1,840,0,0
1343,15,2,840,0,0
1344,15,3,839,0,0
1345,15,4,842,0,0
1346,15,5,838,0,0
1347,15,6,838,3,0
1348,15,7,840,0,0
1349,15,8,839,0,0
1350,15,9,840,0,0
1351,15,10,840,0,0
1352,15,11,839,0,0
1353,15,12,841,2,0
1354,15,13,840,0,0
1355,15,14,841,0,0
1356,15,15,841,0,0
1357,15,16,839,0,0
1358,15,17,841,3,0
1359,15,18,842,7,0
1360,15,19,841,0,0
1361,15,20,841,0,0
1362,15,21,839,0,0
1363,15,22,839,0,0
1364,15,23,840,0,0
1365,15,24,841,0,0
1366,15,25,841,0,0
1367,15,26,839,0,0
1368,15,27,841,0,0
1369,15,28,836,0,0
1370,15,29,840,0,0
1371,15,30,842,0,0
1372,15,31,843,0,0
1373,15,32,841,0,0
1374,15,33,841,0,0
1375,15,34,841,0,0
1376,15,35,841,0,0
1377,15,36,840,0,0
1378,15,37,839,0,0
1379,15,38,841,0,0
1380,15,39,841,0,0
1381,15,40,843,0,0
1382,15,41,840,0,0
1383,15,42,841,0,0
1384,15,43,840,0,0
1385,15,44,840,0,0
1386,15,45,840,0,0
1387,15,46,841,0,0
1388,15,47,841,0,0
1389,15,48,840,0,0
1390,15,49,837,0,0
1391,15,50,840,0,0
1392,15,51,842,0,0
1393,15,52,841,0,0
1394,15,53,840,0,0
1395,15,54,836,4,0
1396,15,55,839,0,0
1397,15,56,839,0,0
1398,15,57,841,2,0
1399,15,58,841,0,0
1400,15,59,841,0,0
1401,15,60,840,0,0
1402,15,61,841,0,0
1403,15,62,839,0,0
1404,15,63,841,0,0
1405,15,64,841,0,0
1406,15,65,840,0,0
1407,15,66,840,0,0
1408,15,67,842,0,0
1409,15,68,840,0,0
1410,15,69,839,0,0
1411,15,70,841,0,0
1412,15,71,838,0,0
1413,15,72,840,0,0
1414,15,73,840,2,0
1415,15,74,840,0,0
1416,15,75,839,0,0
1417,15,76,840,0,0
1418,15,77,840,0,0
1419,15,78,842,0,0
1420,15,79,841,0,0
1421,15,80,841,1,0
1422,15,81,842,3,0
1423,15,82,841,0,0
1424,15,83,841,2,0
1425,15,84,839,0,0
1426,15,85,841,0,0
1427,15,86,837,0,0
1428,15,87,840,0,0
1429,15,88,841,0,0
1430,15,89,839,0,0
1431,15,90,840,0,0
1432,15,91,841,0,0
1433,15,92,840,0,0
1434,15,93,842,0,0
1435,15,94,838,0,0
1436,15,95,839,0,0
1437,15,96,840,0,0
1438,15,97,838,1,0
1439,15,98,840,0,0
1440,15,99,841,0,0
1441,16,0,840,0,0
1442,16,1,840,0,0
1443,16,2,840,0,0
1444,16,3,839,0,0
1445,16,4,842,0,0
1446,16,5,838,0,0
1447,16,6,838,3,0
1448,16,7,840,0,0
1449,16,8,839,0,0
1450,16,9,840,0,0
1451,16,10,840,0,0
1452,16,11,839,0,0
1453,16,12,841,2,0
1454,16,13,840,0,0
1455,16,14,841,0,0
1456,16,15,841,0,0
1457,16,16,839,0,0
1458,16,17,841,3,0
1459,16,18,842,7,0
1460,16,19,841,0,0
1461,16,20,841,0,0
1462,16,21,839,0,0
1463,16,22,839,0,0
1464,16,23,840,0,0
1465,16,24,841,0,0
1466,16,25,841,0,0
1467,16,26,839,0,0
1468,16,27,841,0,0
1469,16,28,836,0,0
1470,16,29,840,0,0
1471,16,30,842,0,0
1472,16,31,843,0,0
1473,16,32,841,0,0
1474,16,33,841,0,0
1475,16,34,841,0,0
1476,16,35,841,0,0
1477,16,36,840,0,0
1478,16,37,839,0,0
1479,16,38,841,0,0
1480,16,39,841,0,0
1481,16,40,843,0,0
1482,16,41,840,0,0
1483,16,42,841,0,0
1484,16,43,840,0,0
1485,16,44,840,0,0
1486,16,45,840,0,0
1487,16,46,841,0,0
1488,16,47,841,0,0
1489,16,48,840,0,0
1490,16,49,837,0,0
1491,16,50,840,0,0
1492,16,51,842,0,0
1493,16,52,841,0,0
1494,16,53,840,0,0
1495,16,54,836,4,0
1496,16,55,839,0,0
1497,16,56,839,0,0
1498,16,57,841,2,0
1499,16,58,841,0,0
1500,16,59,841,0,0
1501,16,60,840,0,0
1502,16,61,841,0,0
1503,16,62,839,0,0
1504,16,63,841,0,0
1505,16,64,841,0,0
1506,16,65,840,0,0
1507,16,66,840,0,0
1508,16,67,842,0,0
1509,16,68,840,0,0
1510,16,69,839,0,0
1511,16,70,841,0,0
1512,16,71,838,0,0
1513,16,72,840,0,0
1514,16,73,840,2,0
1515,16,74,840,0,0
1516,16,75,839,0,0
1517,16,76,840,0,0
1518,16,77,840,0,0
1519,16,78,842,0,0
1520,16,79,841,0,0
1521,16,80,841,1,0
1522,16,81,842,3,0
1523,16,82,841,0,0
1524,16,83,841,2,0
1525,16,84,839,0,0
1526,16,85,841,0,0
1527,16,86,837,0,0
1528,16,87,840,0,0
1529,16,88,841,0,0
1530,16,89,839,0,0
1531,16,90,840,0,0
1532,16,91,841,0,0
1533,16,92,840,0,0
1534,16,93,842,0,0
1535,16,94,838,0,0
1536,16,95,839,0,0
1537,16,96,840,0,0
1538,16,97,838,1,0
1539,16,98,840,0,0
1540,16,99,841,0,0
1541,17,0,840,0,0
1542,17,1,840,0,0
1543,17,2,840,0,0
1544,17,3,839,0,0
1545,17,4,842,0,0
1546,17,5,838,0,0
1547,17,6,838,3,0
1548,17,7,840,0,0
1549,17,8,839,0,0
1550,17,9,840,0,0
1551,17,10,840,0,0
1552,17,11,839,0,0
1553,17,12,841,2,0
1554,17,13,840,0,0
1555,17,14,841,0,0
1556,17,15,841,0,0
1557,17,16,839,0,0
1558,17,17,841,3,0
1559,17,18,842,7,0
1560,17,19,841,0,0
1561,17,20,841,0,0
1562,17,21,839,0,0
1563,17,22,839,0,0
1564,17,23,840,0,0
1565,17,24,841,0,0
1566,17,25,841,0,0
1567,17,26,839,0,0
1568,17,27,841,0,0
1569,17,28,836,0,0
1570,17,29,840,0,0
1571,17,30,842,0,0
1572,17,31,843,0,0
1573,17,32,841,0,0
1574,17,33,841,0,0
1575,17,34,841,0,0
1576,17,35,841,0,0
1577,17,36,840,0,0
1578,17,37,839,0,0
1579,17,38,841,0,0
1580,17,39,841,0,0
1581,17,40,843,0,0
1582,17,41,840,0,0
1583,17,42,841,0,0
1584,17,43,840,0,0
1585,17,44,840,0,0
1586,17,45,840,0,0
1587,17,46,841,0,0
1588,17,47,841,0,0
1589,17,48,840,0,0
1590,17,49,837,0,0
1591,17,50,840,0,0
1592,17,51,842,0,0
1593,17,52,841,0,0
1594,17,53,840,0,0
1595,17,54,836,4,0
1596,17,55,839,0,0
1597,17,56,839,0,0
1598,17,57,841,2,0
1599,17,58,841,0,0
1600,17,59,841,0,0
1601,17,60,840,0,0
1602,17,61,841,0,0
1603,17,62,839,0,0
1604,17,63,841,0,0
1605,17,64,841,0,0
1606,17,65,840,0,0
1607,17,66,840,0,0
1608,17,67,842,0,0
1609,17,68,840,0,0
1610,17,69,839,0,0
1611,17,70,841,0,0
1612,17,71,838,0,0
1613,17,72,840,0,0
1614,17,73,840,2,0
1615,17,74,840,0,0
1616,17,75,839,0,0
1617,17,76,840,0,0
1618,17,77,840,0,0
1619,17,78,842,0,0
1620,17,79,841,0,0
1621,17,80,841,1,0
1622,17,81,842,3,0
1623,17,82,841,0,0
1624,17,83,841,2,0
1625,17,84,839,0,0
1626,17,85,841,0,0
1627,17,86,837,0,0
1628,17,87,840,0,0
1629,17,88,841,0,0
1630,17,89,839,0,0
1631,17,90,840,0,0
1632,17,91,841,0,0
1633,17,92,840,0,0
1634,17,93,842,0,0
1635,17,94,838,0,0
1636,17,95,839,0,0
1637,17,96,840,0,0
1638,17,97,838,1,0
1639,17,98,840,0,0
1640,17,99,841,0,0
1641,18,0,832,0,0
1642,18,1,830,0,0
1643,18,2,829,0,0
1644,18,3,832,0,0
1645,18,4,837,0,0
1646,18,5,827,0,0
1647,18,6,830,0,0
1648,18,7,831,0,0
1649,18,8,829,0,0
1650,18,9,828,0,0
1651,18,10,829,0,0
1652,18,11,829,0,0
1653,18,12,831,1,0
1654,18,13,826,0,0
1655,18,14,834,0,0
1656,18,15,831,0,0
1657,18,16,826,0,0
1658,18,17,830,0,0
1659,18,18,828,0,0
1660,18,19,831,0,0
1661,18,20,832,0,0
1662,18,21,834,0,0
1663,18,22,833,0,0
1664,18,23,835,0,0
1665,18,24,830,0,0
1666,18,25,832,0,0
1667,18,26,830,0,0
1668,18,27,830,0,0
1669,18,28,829,0,0
1670,18,29,832,0,0
1671,18,30,832,0,0
1672,18,31,823,0,0
1673,18,32,836,0,0
1674,18,33,828,0,0
1675,18,34,834,0,0
1676,18,35,833,0,0
1677,18,36,833,0,0
1678,18,37,828,0,0
1679,18,38,838,0,0
1680,18,39,830,0,0
1681,18,40,834,0,0
1682,18,41,830,0,0
1683,18,42,830,0,0
1684,18,43,829,0,0
1685,18,44,833,0,0
1686,18,45,833,0,0
1687,18,46,833,0,0
1688,18,47,831,0,0
1689,18,48,834,0,0
1690,18,49,824,0,0
1691,18,50,833,0,0
1692,18,51,834,0,0
1693,18,52,830,0,0
1694,18,53,827,0,0
1695,18,54,832,2,0
1696,18,55,836,0,0
1697,18,56,835,0,0
1698,18,57,833,0,0
1699,18,58,828,0,0
1700,18,59,829,0,0
1701,18,60,826,0,0
1702,18,61,830,0,0
1703,18,62,833,0,0
1704,18,63,833,0,0
1705,18,64,832,0,0
1706,18,65,833,0,0
1707,18,66,830,0,0
1708,18,67,830,0,0
1709,18,68,830,0,0
1710,18,69,831,0,0
1711,18,70,829,0,0
1712,18,71,832,0,0
1713,18,72,824,0,0
1714,18,73,831,0,0
1715,18,74,831,0,0
1716,18,75,827,0,0
1717,18,76,832,0,0
1718,18,77,832,0,0
1719,18,78,836,0,0
1720,18,79,829,0,0
1721,18,80,831,1,0
1722,18,81,833,0,0
1723,18,82,835,0,0
1724,18,83,833,1,0
1725,18,84,837,0,0
1726,18,85,828,0,0
1727,18,86,827,0,0
1728,18,87,829,0,0
1729,18,88,834,0,0
1730,18,89,835,0,0
1731,18,90,829,0,0
1732,18,91,834,0,0
1733,18,92,832,0,0
1734,18,93,830,0,0
1735,18,94,832,0,0
1736,18,95,836,0,0
1737,18,96,823,0,0
1738,18,97,837,0,0
1739,18,98,824,0,0
1740,18,99,831,0,0
1741,19,0,832,0,0
1742,19,1,830,0,0
1743,19,2,829,0,0
1744,19,3,832,0,0
1745,19,4,837,0,0
1746,19,5,827,0,0
1747,19,6,830,0,0
1748,19,7,831,0,0
1749,19,8,829,0,0
1750,19,9,828,0,0
1751,19,10,829,0,0
1752,19,11,829,0,0
1753,19,12,831,1,0
1754,19,13,826,0,0
1755,19,14,834,0,0
1756,19,15,831,0,0
1757,19,16,826,0,0
1758,19,17,830,0,0
1759,19,18,828,0,0
1760,19,19,831,0,0
1761,19,20,832,0,0
1762,19,21,834,0,0
1763,19,22,833,0,0
1764,19,23,835,0,0
1765,19,24,830,0,0
1766,19,25,832,0,0
1767,19,26,830,0,0
1768,19,27,830,0,0
1769,19,28,829,0,0
1770,19,29,832,0,0
1771,19,30,832,0,0
1772,19,31,823,0,0
1773,19,32,836,0,0
1774,19,33,828,0,0
1775,19,34,834,0,0
1776,19,35,833,0,0
1777,19,36,833,0,0
1778,19,37,828,0,0
1779,19,38,838,0,0
1780,19,39,830,0,0
1781,19,40,834,0,0
1782,19,41,830,0,0
1783,19,42,830,0,0
1784,19,43,829,0,0
1785,19,44,833,0,0
1786,19,45,833,0,0
1787,19,46,833,0,0
1788,19,47,831,0,0
1789,19,48,834,0,0
1790,19,49,824,0,0
1791,19,50,833,0,0
1792,19,51,834,0,0
1793,19,52,830,0,0
1794,19,53,827,0,0
1795,19,54,832,2,0
1796,19,55,836,0,0
1797,19,56,835,0,0
1798,19,57,833,0,0
1799,19,58,828,0,0
1800,19,59,829,0,0
1801,19,60,826,0,0
1802,19,61,830,0,0
1803,19,62,833,0,0
1804,19,63,833,0,0
1805,19,64,832,0,0
1806,19,65,833,0,0
1807,19,66,830,0,0
1808,19,67,830,0,0
1809,19,68,830,0,0
1810,19,69,831,0,0
1811,19,70,829,0,0
1812,19,71,832,0,0
1813,19,72,824,0,0
1814,19,73,831,0,0
1815,19,74,831,0,0
1816,19,75,827,0,0
1817,19,76,832,0,0
1818,19,77,832,0,0
1819,19,78,836,0,0
1820,19,79,829,0,0
1821,19,80,831,1,0
1822,19,81,833,0,0
1823,19,82,835,0,0
1824,19,83,833,1,0
1825,19,84,837,0,0
1826,19,85,828,0,0
1827,19,86,827,0,0
1828,19,87,829,0,0
1829,19,88,834,0,0
1830,19,89,835,0,0
1831,19,90,829,0,0
1832,19,91,834,0,0
1833,19,92,832,0,0
1834,19,93,830,0,0
1835,19,94,832,0,0
1836,19,95,836,0,0
1837,19,96,823,0,0
1838,19,97,837,0,0
1839,19,98,824,0,0
1840,19,99,831,0,0
1841,20,0,832,0,0
1842,20,1,830,0,0
1843,20,2,829,0,0
1844,20,3,832,0,0
1845,20,4,837,0,0
1846,20,5,827,0,0
1847,20,6,830,0,0
1848,20,7,831,0,0
1849,20,8,829,0,0
1850,20,9,828,0,0
1851,20,10,829,0,0
1852,20,11,829,0,0
1853,20,12,831,1,0
1854,20,13,826,0,0
1855,20,14,834,0,0
1856,20,15,831,0,0
1857,20,16,826,0,0
1858,20,17,830,0,0
1859,20,18,828,0,0
1860,20,19,831,0,0
1861,20,20,832,0,0
1862,20,21,834,0,0
1863,20,22,833,0,0
1864,20,23,835,0,0
1865,20,24,830,0,0
1866,20,25,832,0,0
1867,20,26,830,0,0
1868,20,27,830,0,0
1869,20,28,829,0,0
1870,20,29,832,0,0
1871,20,30,832,0,0
1872,20,31,823,0,0
1873,20,32,836,0,0
1874,20,33,828,0,0
1875,20,34,834,0,0
1876,20,35,833,0,0
1877,20,36,833,0,0
1878,20,37,828,0,0
1879,20,38,838,0,0
1880,20,39,830,0,0
1881,20,40,834,0,0
1882,20,41,830,0,0
1883,20,42,830,0,0
1884,20,43,829,0,0
1885,20,44,833,0,0
1886,20,45,833,0,0
1887,20,46,833,0,0
1888,20,47,831,0,0
1889,20,48,834,0,0
1890,20,49,824,0,0
1891,20,50,833,0,0
1892,20,51,834,0,0
1893,20,52,830,0,0
1894,20,53,827,0,0
1895,20,54,832,2,0
1896,20,55,836,0,0
1897,20,56,835,0,0
1898,20,57,833,0,0
1899,20,58,828,0,0
1900,20,59,829,0,0
1901,20,60,826,0,0
1902,20,61,830,0,0
1903,20,62,833,0,0
1904,20,63,833,0,0
1905,20,64,832,0,0
1906,20,65,833,0,0
1907,20,66,830,0,0
1908,20,67,830,0,0
1909,20,68,830,0,0
1910,20,69,831,0,0
1911,20,70,829,0,0
1912,20,71,832,0,0
1913,20,72,824,0,0
1914,20,73,831,0,0
1915,20,74,831,0,0
1916,20,75,827,0,0
1917,20,76,832,0,0
1918,20,77,832,0,0
1919,20,78,836,0,0
1920,20,79,829,0,0
1921,20,80,831,1,0
1922,20,81,833,0,0
1923,20,82,835,0,0
1924,20,83,833,1,0
1925,20,84,837,0,0
1926,20,85,828,0,0
1927,20,86,827,0,0
1928,20,87,829,0,0
1929,20,88,834,0,0
1930,20,89,835,0,0
1931,20,90,829,0,0
1932,20,91,834,0,0
1933,20,92,832,0,0
1934,20,93,830,0,0
1935,20,94,832,0,0
1936,20,95,836,0,0
1937,20,96,823,0,0
1938,20,97,837,0,0
1939,20,98,824,0,0
1940,20,99,831,0,0
1941,21,0,832,0,0
1942,21,1,830,0,0
1943,21,2,829,0,0
1944,21,3,832,0,0
1945,21,4,837,0,0
1946,21,5,827,0,0
1947,21,6,830,0,0
1948,21,7,831,0,0
1949,21,8,829,0,0
1950,21,9,828,0,0
1951,21,10,829,0,0
1952,21,11,829,0,0
1953,21,12,831,1,0
1954,21,13,826,0,0
1955,21,14,834,0,0
1956,21,15,831,0,0
1957,21,16,826,0,0
1958,21,17,830,0,0
1959,21,18,828,0,0
1960,21,19,831,0,0
1961,21,20,832,0,0
1962,21,21,834,0,0
1963,21,22,833,0,0
1964,21,23,835,0,0
1965,21,24,830,0,0
1966,21,25,832,0,0
1967,21,26,830,0,0
1968,21,27,830,0,0
1969,21,28,829,0,0
1970,21,29,832,0,0
1971,21,30,832,0,0
1972,21,31,823,0,0
1973,21,32,836,0,0
1974,21,33,828,0,0
1975,21,34,834,0,0
1976,21,35,833,0,0
1977,21,36,833,0,0
1978,21,37,828,0,0
1979,21,38,838,0,0
1980,21,39,830,0,0
1981,21,40,834,0,0
1982,21,41,830,0,0
1983,21,42,830,0,0
1984,21,43,829,0,0
1985,21,44,833,0,0
1986,21,45,833,0,0
1987,21,46,833,0,0
1988,21,47,831,0,0
1989,21,48,834,0,0
1990,21,49,824,0,0
1991,21,50,833,0,0
1992,21,51,834,0,0
1993,21,52,830,0,0
1994,21,53,827,0,0
1995,21,54,832,2,0
1996,21,55,836,0,0
1997,21,56,835,0,0
1998,21,57,833,0,0
1999,21,58,828,0,0
2000,21,59,829,0,0
2001,21,60,826,0,0
2002,21,61,830,0,0
2003,21,62,833,0,0
2004,21,63,833,0,0
2005,21,64,832,0,0
2006,21,65,833,0,0
2007,21,66,830,0,0
2008,21,67,830,0,0
2009,21,68,830,0,0
2010,21,69,831,0,0
2011,21,70,829,0,0
2012,21,71,832,0,0
2013,21,72,824,0,0
2014,21,73,831,0,0
2015,21,74,831,0,0
2016,21,75,827,0,0
2017,21,76,832,0,0
2018,21,77,832,0,0
2019,21,78,836,0,0
2020,21,79,829,0,0
2021,21,80,831,1,0
2022,21,81,833,0,0
2023,21,82,835,0,0
2024,21,83,833,1,0
2025,21,84,837,0,0
2026,21,85,828,0,0
2027,21,86,827,0,0
2028,21,87,829,0,0
2029,21,88,834,0,0
2030,21,89,835,0,0
2031,21,90,829,0,0
2032,21,91,834,0,0
2033,21,92,832,0,0
2034,21,93,830,0,0
2035,21,94,832,0,0
2036,21,95,836,0,0
2037,21,96,823,0,0
2038,21,97,837,0,0
2039,21,98,824,0,0
2040,21,99,831,0,0
